CustomerID,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,Designation,MonthlyIncome,Gender,MaritalStatus(Allias)
203833,6.0,Deluxe,5.0,Married,3.0,0,1,1,Manager,23681.0,Male,MM
203834,5.0,Basic,3.0,Married,7.0,0,3,0,Executive,21045.0,Male,MM
203835,5.0,Basic,5.0,Unmarried,6.0,0,3,0,Executive,21536.0,Male,MU
203836,4.0,Deluxe,3.0,Married,3.0,1,4,1,Manager,23882.0,Female,FM
203837,4.0,Deluxe,3.0,Unmarried,3.0,0,1,0,Manager,22783.0,Male,MU
203838,5.0,Deluxe,3.0,Unmarried,2.0,0,1,0,Manager,28357.0,Male,MU
203839,4.0,Deluxe,3.0,Married,3.0,1,3,0,Manager,24295.0,Male,MM
203840,4.0,Standard,5.0,Single,8.0,1,3,1,Senior Manager,29126.0,Male,MS
203841,4.0,Deluxe,3.0,Married,5.0,0,5,0,Manager,21575.0,Female,FM
203842,4.0,Deluxe,3.0,Married,3.0,0,5,1,Manager,24646.0,Male,MM
203843,4.0,Standard,3.0,Married,3.0,0,1,1,Senior Manager,26188.0,Male,MM
203844,4.0,Basic,4.0,Married,2.0,1,1,1,Executive,21669.0,Male,MM
203845,2.0,King,3.0,Married,6.0,1,5,1,VP,38314.0,Male,MM
203846,6.0,Basic,3.0,Married,3.0,1,5,1,Executive,19807.0,Female,FM
203847,4.0,Super Deluxe,5.0,Single,2.0,0,1,1,AVP,32019.0,Male,MS
203848,5.0,Deluxe,3.0,Unmarried,3.0,0,3,1,Manager,23010.0,Male,MU
203849,4.0,Standard,3.0,Married,6.0,0,1,1,Senior Manager,29709.0,Female,FM
203850,4.0,Deluxe,5.0,Unmarried,8.0,1,1,0,Manager,23118.0,Female,FU
203851,5.0,Deluxe,3.0,Unmarried,3.0,0,3,1,Manager,23295.0,Male,MU
203852,4.0,Basic,3.0,Unmarried,3.0,0,5,1,Executive,21325.0,Male,MU
203853,4.0,Deluxe,3.0,Married,3.0,0,3,1,Manager,25001.0,Female,FM
203854,4.0,Deluxe,4.0,Married,5.0,0,3,1,Manager,24355.0,Female,FM
203855,4.0,Basic,4.0,Married,6.0,0,4,0,Executive,20865.0,Female,FM
203856,4.0,Basic,4.0,Married,3.0,0,5,0,Executive,22426.0,Male,MM
203857,4.0,Basic,3.0,Married,8.0,1,5,0,Executive,22655.0,Male,MM
203858,4.0,Standard,3.0,Unmarried,4.0,0,3,1,Senior Manager,27311.0,Male,MU
203859,5.0,Basic,3.0,Married,3.0,0,3,0,Executive,20686.0,Male,MM
203860,4.0,Deluxe,4.0,Married,2.0,0,4,1,Manager,23118.0,Male,MM
203861,4.0,Basic,3.0,Married,2.0,0,4,1,Executive,21745.0,Male,MM
203862,5.0,Deluxe,3.0,Married,4.0,0,4,1,Manager,23999.0,Male,MM
203863,4.0,Deluxe,5.0,Married,8.0,1,1,0,Manager,24088.0,Male,MM
203864,4.0,Basic,3.0,Married,5.0,0,1,0,Executive,21460.0,Male,MM
203865,4.0,Standard,4.0,Married,2.0,0,5,0,Senior Manager,30635.0,Female,FM
203866,4.0,Basic,3.0,Married,2.0,1,5,0,Executive,21338.0,Male,MM
203867,4.0,Basic,3.0,Unmarried,2.0,0,3,0,Executive,22053.0,Male,MU
203868,4.0,Deluxe,3.0,Unmarried,3.0,0,4,0,Manager,23776.0,Male,MU
203869,4.0,Deluxe,3.0,Married,2.0,1,1,1,Manager,23556.0,Female,FM
203870,5.0,Basic,4.0,Unmarried,3.0,0,3,1,Executive,21515.0,Female,FU
203871,4.0,Basic,3.0,Married,2.0,0,1,0,Executive,21084.0,Male,MM
203872,5.0,Basic,4.0,Married,2.0,0,1,0,Executive,20947.0,Male,MM
203873,4.0,Deluxe,3.0,Unmarried,2.0,0,4,1,Manager,22786.0,Male,MU
203874,6.0,Standard,3.0,Married,5.0,0,1,1,Senior Manager,31884.0,Female,FM
203875,4.0,Standard,3.0,Married,3.0,0,5,1,Senior Manager,29100.0,Female,FM
203876,2.0,Standard,3.0,Married,3.0,1,1,0,Senior Manager,32422.0,Female,FM
203877,4.0,Deluxe,3.0,Married,2.0,1,1,1,Manager,23585.0,Female,FM
203878,4.0,Basic,3.0,Married,4.0,0,1,1,Executive,22160.0,Male,MM
203879,4.0,Basic,3.0,Single,8.0,1,4,0,Executive,21114.0,Male,MS
203880,4.0,Basic,5.0,Single,3.0,1,1,1,Executive,21058.0,Male,MS
203881,4.0,King,3.0,Single,3.0,0,4,0,VP,38109.0,Male,MS
203882,4.0,Basic,5.0,Married,3.0,0,5,1,Executive,20468.0,Male,MM
203883,5.0,Standard,3.0,Married,2.0,0,3,1,Senior Manager,26322.0,Female,FM
203884,4.0,Deluxe,4.0,Married,2.0,0,3,1,Manager,23809.0,Female,FM
203885,4.0,Deluxe,3.0,Married,3.0,0,3,0,Manager,24984.0,Male,MM
203886,4.0,Basic,3.0,Married,2.0,1,3,1,Executive,23465.0,Male,MM
203887,4.0,King,3.0,Married,3.0,0,3,1,VP,37558.0,Male,MM
203888,4.0,Basic,3.0,Married,2.0,0,4,1,Executive,21017.0,Male,MM
203889,5.0,Super Deluxe,4.0,Married,2.0,0,5,1,AVP,32248.0,Female,FM
203890,5.0,Deluxe,3.0,Married,3.0,0,5,1,Manager,25390.0,Female,FM
203891,6.0,Deluxe,3.0,Married,3.0,0,1,1,Manager,24084.0,Male,MM
203892,5.0,Deluxe,4.0,Married,4.0,0,3,0,Manager,27616.0,Male,MM
203893,4.0,Basic,5.0,Single,3.0,0,1,1,Executive,21117.0,Male,MS
203894,4.0,Standard,3.0,Unmarried,3.0,1,1,1,Senior Manager,27515.0,Female,FU
203895,4.0,Deluxe,3.0,Married,3.0,0,4,0,Manager,24021.0,Female,FM
203896,4.0,Deluxe,3.0,Married,2.0,0,3,1,Manager,25406.0,Male,MM
203897,5.0,Deluxe,3.0,Married,6.0,0,1,1,Manager,25330.0,Female,FM
203898,4.0,Deluxe,3.0,Unmarried,2.0,0,1,1,Manager,23528.0,Female,FU
203899,5.0,Basic,3.0,Unmarried,4.0,0,5,0,Executive,21487.0,Male,MU
203900,4.0,Deluxe,3.0,Married,3.0,1,3,1,Manager,24367.0,Male,MM
203901,4.0,Basic,3.0,Married,4.0,0,1,1,Executive,20679.0,Female,FM
203902,6.0,Basic,3.0,Married,3.0,0,3,0,Executive,21655.0,Female,FM
203903,5.0,Deluxe,4.0,Married,6.0,1,4,1,Manager,22703.0,Male,MM
203904,5.0,Basic,5.0,Unmarried,3.0,0,1,0,Executive,22463.0,Female,FU
203905,5.0,Standard,5.0,Married,6.0,1,5,0,Senior Manager,29532.0,Male,MM
203906,5.0,Super Deluxe,3.0,Married,2.0,0,1,1,AVP,30709.0,Female,FM
203907,4.0,Deluxe,5.0,Single,2.0,0,1,0,Manager,28614.0,Male,MS
203908,5.0,Basic,3.0,Unmarried,2.0,0,1,0,Executive,21644.0,Female,FU
203909,2.0,Deluxe,3.0,Married,6.0,0,3,0,Manager,21249.0,Male,MM
203910,5.0,Standard,5.0,Married,6.0,0,4,1,Senior Manager,28669.0,Male,MM
203911,2.0,Deluxe,4.0,Married,3.0,1,4,1,Manager,24820.0,Male,MM
203912,5.0,Deluxe,4.0,Married,4.0,0,3,1,Manager,24068.0,Male,MM
203913,2.0,Deluxe,3.0,Married,4.0,0,3,0,Manager,23082.0,Male,MM
203914,4.0,Deluxe,3.0,Unmarried,2.0,1,4,0,Manager,24671.0,Female,FU
203915,5.0,Deluxe,4.0,Married,3.0,0,1,0,Manager,23808.0,Male,MM
203916,5.0,Basic,3.0,Single,8.0,1,3,0,Executive,20768.0,Male,MS
203917,4.0,Basic,3.0,Married,3.0,1,1,1,Executive,21587.0,Female,FM
203918,4.0,Basic,4.0,Married,2.0,0,5,1,Executive,22146.0,Male,MM
203919,4.0,Basic,3.0,Unmarried,2.0,0,3,1,Executive,21746.0,Male,MU
203920,2.0,Basic,5.0,Married,6.0,1,1,0,Executive,21348.0,Female,FM
203921,4.0,Basic,3.0,Married,3.0,0,3,1,Executive,21371.0,Male,MM
203922,5.0,Standard,3.0,Unmarried,2.0,0,3,1,Senior Manager,28204.0,Male,MU
203923,4.0,Deluxe,3.0,Married,8.0,0,3,0,Manager,23915.0,Male,MM
203924,2.0,Basic,4.0,Married,2.0,0,4,1,Executive,21104.0,Male,MM
203925,5.0,Deluxe,3.0,Unmarried,2.0,1,1,1,Manager,22871.0,Female,FU
203926,4.0,Basic,3.0,Married,3.0,0,3,1,Executive,21589.0,Male,MM
203927,4.0,Basic,3.0,Married,2.0,0,3,0,Executive,21339.0,Male,MM
203928,5.0,Basic,3.0,Single,7.0,1,1,0,Executive,20706.0,Male,MS
203929,2.0,Standard,5.0,Married,3.0,0,5,1,Senior Manager,28658.0,Female,FM
203930,2.0,Basic,4.0,Married,2.0,1,1,1,Executive,21976.0,Male,MM
203931,2.0,Basic,3.0,Married,3.0,1,3,0,Executive,21613.0,Male,MM
203932,5.0,Super Deluxe,3.0,Married,4.0,0,3,0,AVP,34105.0,Female,FM
203933,4.0,Basic,3.0,Unmarried,7.0,1,1,0,Executive,22622.0,Male,MU
203934,2.0,Deluxe,3.0,Married,2.0,0,5,0,Manager,22689.0,Female,FM
203935,5.0,Basic,5.0,Unmarried,2.0,0,1,0,Executive,22085.0,Male,MU
203936,4.0,Standard,4.0,Single,2.0,0,5,0,Senior Manager,30672.0,Female,FS
203937,4.0,Basic,3.0,Single,3.0,0,5,1,Executive,19910.0,Male,MS
203938,4.0,Basic,5.0,Unmarried,4.0,0,4,0,Executive,21638.0,Male,MU
203939,4.0,King,3.0,Married,3.0,0,4,1,VP,37772.0,Female,FM
203940,6.0,Basic,5.0,Unmarried,3.0,1,4,0,Executive,22597.0,Female,FU
203941,4.0,Deluxe,4.0,Married,2.0,0,3,1,Manager,25503.0,Male,MM
203942,5.0,Standard,3.0,Married,5.0,0,4,0,Senior Manager,28926.0,Female,FM
203943,4.0,King,5.0,Single,3.0,0,1,1,VP,37625.0,Female,FS
203944,4.0,Basic,3.0,Single,6.0,0,3,0,Executive,21174.0,Male,MS
203945,4.0,Deluxe,3.0,Married,4.0,1,3,0,Manager,25143.0,Male,MM
203946,5.0,Basic,3.0,Single,3.0,0,4,0,Executive,20884.0,Male,MS
203947,4.0,Deluxe,3.0,Married,5.0,0,1,0,Manager,20764.0,Male,MM
203948,4.0,Basic,3.0,Married,4.0,1,3,0,Executive,20971.0,Male,MM
203949,2.0,Basic,3.0,Married,3.0,0,1,1,Executive,21323.0,Female,FM
203950,5.0,Basic,3.0,Married,3.0,1,4,1,Executive,21361.0,Male,MM
203951,4.0,Basic,3.0,Married,3.0,0,1,1,Executive,20692.0,Female,FM
203952,5.0,Basic,5.0,Married,2.0,1,1,1,Executive,22097.0,Female,FM
203953,2.0,Deluxe,5.0,Married,4.0,0,3,0,Manager,24054.0,Female,FM
203954,4.0,Basic,3.0,Married,3.0,0,4,1,Executive,20629.0,Male,MM
203955,4.0,Basic,5.0,Married,3.0,0,3,1,Executive,21019.0,Female,FM
203956,6.0,Basic,3.0,Single,3.0,0,1,0,Executive,20971.0,Male,MS
203957,4.0,Standard,3.0,Unmarried,3.0,0,1,1,Senior Manager,27404.0,Male,MU
203958,4.0,Deluxe,3.0,Unmarried,3.0,0,3,1,Manager,22689.0,Female,FU
203959,4.0,King,3.0,Married,3.0,0,4,1,VP,38223.0,Female,FM
203960,4.0,Deluxe,3.0,Unmarried,2.0,0,5,0,Manager,23246.0,Male,MU
203961,4.0,Basic,4.0,Married,6.0,0,4,0,Executive,21700.0,Male,MM
203962,4.0,Deluxe,3.0,Unmarried,6.0,1,5,1,Manager,24450.0,Male,MU
203963,2.0,Basic,3.0,Married,3.0,0,5,1,Executive,20947.0,Male,MM
203964,5.0,Standard,3.0,Unmarried,2.0,1,5,0,Senior Manager,24059.0,Male,MU
203965,4.0,Basic,3.0,Unmarried,3.0,1,1,0,Executive,22119.0,Male,MU
203966,4.0,Deluxe,5.0,Married,7.0,1,1,1,Manager,24132.0,Female,FM
203967,5.0,Standard,5.0,Married,4.0,1,5,1,Senior Manager,28562.0,Male,MM
203968,5.0,Deluxe,3.0,Married,2.0,1,1,0,Manager,22835.0,Female,FM
203969,4.0,Standard,3.0,Single,3.0,1,1,1,Senior Manager,32136.0,Female,FS
203970,4.0,Standard,5.0,Married,3.0,0,4,0,Senior Manager,27747.0,Male,MM
203971,4.0,Basic,5.0,Married,5.0,1,4,0,Executive,22692.0,Female,FM
203972,4.0,Deluxe,3.0,Married,5.0,0,3,0,Manager,24593.0,Male,MM
203973,5.0,Deluxe,3.0,Married,3.0,0,5,0,Manager,24671.0,Male,MM
203974,4.0,Deluxe,3.0,Married,3.0,1,4,1,Manager,24840.0,Male,MM
203975,4.0,Deluxe,3.0,Single,3.0,0,3,1,Manager,21084.0,Female,FS
203976,5.0,King,3.0,Married,3.0,1,4,1,VP,37418.0,Female,FM
203977,4.0,Standard,5.0,Unmarried,2.0,0,3,1,Senior Manager,26315.0,Female,FU
203978,4.0,Standard,3.0,Married,3.0,0,4,1,Senior Manager,28774.0,Female,FM
203979,4.0,Super Deluxe,3.0,Married,4.0,1,3,1,AVP,33434.0,Female,FM
203980,5.0,Deluxe,4.0,Unmarried,3.0,0,4,1,Manager,25177.0,Male,MU
203981,4.0,Standard,5.0,Married,4.0,0,3,0,Senior Manager,28402.0,Male,MM
203982,4.0,Basic,5.0,Married,6.0,0,1,0,Executive,20872.0,Male,MM
203983,5.0,Basic,3.0,Married,2.0,1,1,1,Executive,22066.0,Male,MM
203984,5.0,Deluxe,3.0,Unmarried,2.0,0,5,1,Manager,24151.0,Female,FU
203985,4.0,Basic,4.0,Married,2.0,0,4,1,Executive,21381.0,Male,MM
203986,4.0,Basic,4.0,Single,3.0,0,3,1,Executive,21179.0,Male,MS
203987,4.0,Deluxe,4.0,Married,3.0,0,3,1,Manager,24898.0,Male,MM
203988,2.0,Basic,3.0,Married,5.0,0,1,0,Executive,21716.0,Female,FM
203989,4.0,Deluxe,3.0,Unmarried,3.0,0,5,1,Manager,23102.0,Female,FU
203990,5.0,Deluxe,5.0,Unmarried,2.0,0,1,1,Manager,22990.0,Male,MU
203991,4.0,Standard,5.0,Married,6.0,1,3,1,Senior Manager,31923.0,Male,MM
203992,4.0,Standard,3.0,Single,6.0,0,1,0,Senior Manager,32342.0,Male,MS
203993,4.0,Deluxe,4.0,Married,2.0,1,5,1,Manager,23699.0,Male,MM
203994,5.0,Deluxe,3.0,Married,3.0,1,1,1,Manager,23804.0,Male,MM
203995,5.0,Basic,3.0,Unmarried,3.0,0,4,1,Executive,21537.0,Male,MU
203996,4.0,Standard,3.0,Married,5.0,0,1,0,Senior Manager,28917.0,Male,MM
203997,6.0,Deluxe,3.0,Married,2.0,1,1,0,Manager,24007.0,Female,FM
203998,4.0,Deluxe,4.0,Married,3.0,0,5,1,Manager,23003.0,Male,MM
203999,6.0,Standard,3.0,Unmarried,6.0,0,1,0,Senior Manager,25938.0,Male,MU
204000,4.0,Basic,5.0,Married,5.0,0,3,1,Executive,21000.0,Male,MM
204001,4.0,Basic,3.0,Married,5.0,0,3,1,Executive,20753.0,Male,MM
204002,5.0,Deluxe,3.0,Married,3.0,0,4,1,Manager,22830.0,Male,MM
204003,5.0,Standard,3.0,Unmarried,3.0,0,5,1,Senior Manager,28297.0,Male,MU
204004,5.0,Super Deluxe,4.0,Married,3.0,0,1,1,AVP,32181.0,Male,MM
204005,4.0,Deluxe,3.0,Unmarried,2.0,1,5,0,Manager,24119.0,Male,MU
204006,5.0,Deluxe,4.0,Married,3.0,1,3,1,Manager,23887.0,Female,FM
204007,5.0,Standard,5.0,Married,4.0,1,1,1,Senior Manager,29351.0,Male,MM
204008,4.0,Deluxe,3.0,Unmarried,3.0,0,5,1,Manager,23688.0,Male,MU
204009,4.0,Standard,3.0,Married,2.0,0,4,0,Senior Manager,32227.0,Female,FM
204010,4.0,Deluxe,3.0,Married,2.0,0,4,0,Manager,23677.0,Female,FM
204011,4.0,Deluxe,3.0,Married,3.0,0,1,0,Manager,22899.0,Male,MM
204012,4.0,Super Deluxe,3.0,Single,2.0,0,3,0,AVP,32550.0,Male,MS
204013,4.0,Deluxe,4.0,Married,6.0,0,3,0,Manager,20720.0,Male,MM
204014,4.0,Basic,5.0,Married,6.0,1,1,0,Executive,20751.0,Male,MM
204015,4.0,Basic,5.0,Unmarried,3.0,0,1,0,Executive,21634.0,Male,MU
204016,5.0,Basic,3.0,Unmarried,3.0,1,1,0,Executive,21604.0,Female,FU
204017,4.0,Deluxe,3.0,Unmarried,3.0,0,3,0,Manager,23487.0,Female,FU
204018,5.0,Deluxe,3.0,Married,7.0,0,1,1,Manager,23841.0,Male,MM
204019,5.0,King,3.0,Married,3.0,0,1,0,VP,37522.0,Female,FM
204020,4.0,King,4.0,Married,3.0,1,1,0,VP,36850.0,Female,FM
204021,5.0,Deluxe,3.0,Unmarried,3.0,1,3,0,Manager,24422.0,Male,MU
204022,5.0,Basic,3.0,Married,3.0,0,1,0,Executive,21567.0,Male,MM
204023,4.0,Basic,3.0,Unmarried,3.0,0,1,1,Executive,21549.0,Female,FU
204024,5.0,Standard,5.0,Unmarried,5.0,0,1,1,Senior Manager,26162.0,Female,FU
204025,6.0,Deluxe,3.0,Unmarried,3.0,1,5,1,Manager,24752.0,Male,MU
204026,2.0,Super Deluxe,3.0,Single,3.0,1,3,1,AVP,36006.0,Female,FS
204027,4.0,Basic,3.0,Married,2.0,0,4,0,Executive,21452.0,Male,MM
204028,5.0,Deluxe,4.0,Married,8.0,0,3,1,Manager,23183.0,Female,FM
204029,4.0,Standard,3.0,Unmarried,4.0,0,3,0,Senior Manager,26106.0,Male,MU
204030,5.0,Standard,5.0,Single,4.0,0,1,1,Senior Manager,30309.0,Female,FS
204031,4.0,Standard,3.0,Married,2.0,0,5,0,Senior Manager,28416.0,Female,FM
204032,4.0,Basic,3.0,Married,7.0,0,1,0,Executive,21513.0,Female,FM
204033,4.0,Super Deluxe,3.0,Married,3.0,1,1,1,AVP,35637.0,Male,MM
204034,6.0,Basic,3.0,Married,3.0,0,3,0,Executive,21291.0,Male,MM
204035,4.0,Deluxe,4.0,Married,2.0,0,1,0,Manager,24824.0,Male,MM
204036,4.0,Basic,4.0,Married,2.0,1,5,1,Executive,23641.0,Female,FM
204037,4.0,King,3.0,Single,2.0,0,5,1,VP,38215.0,Male,MS
204038,6.0,Deluxe,3.0,Married,6.0,1,3,0,Manager,24850.0,Male,MM
204039,5.0,Basic,4.0,Married,3.0,0,3,1,Executive,21046.0,Female,FM
204040,4.0,Standard,3.0,Married,3.0,0,3,1,Senior Manager,28990.0,Female,FM
204041,4.0,Basic,3.0,Single,3.0,1,1,1,Executive,20353.0,Male,MS
204042,4.0,Basic,3.0,Married,2.0,0,5,1,Executive,21201.0,Male,MM
204043,4.0,Deluxe,5.0,Married,3.0,0,1,1,Manager,25245.0,Female,FM
204044,2.0,Basic,3.0,Unmarried,6.0,0,3,0,Executive,23417.0,Female,FU
204045,4.0,Standard,3.0,Unmarried,6.0,0,5,1,Senior Manager,27886.0,Female,FU
204046,6.0,Deluxe,3.0,Married,5.0,1,3,0,Manager,23237.0,Female,FM
204047,4.0,Standard,3.0,Married,5.0,1,1,0,Senior Manager,26867.0,Male,MM
204048,4.0,Basic,3.0,Married,3.0,0,4,1,Executive,21620.0,Female,FM
204049,4.0,Deluxe,4.0,Married,8.0,0,4,0,Manager,23619.0,Male,MM
204050,6.0,Standard,3.0,Single,4.0,0,1,1,Senior Manager,29328.0,Male,MS
204051,5.0,Deluxe,3.0,Married,6.0,0,5,1,Manager,24580.0,Female,FM
204052,5.0,Deluxe,3.0,Married,4.0,0,4,1,Manager,27317.0,Male,MM
204053,4.0,Deluxe,3.0,Married,2.0,1,3,1,Manager,25025.0,Male,MM
204054,4.0,Basic,5.0,Unmarried,2.0,0,4,1,Executive,22878.0,Female,FU
204055,4.0,Basic,3.0,Unmarried,7.0,0,1,1,Executive,22130.0,Male,MU
204056,4.0,Deluxe,3.0,Unmarried,5.0,1,5,1,Manager,22995.0,Female,FU
204057,4.0,Basic,3.0,Unmarried,3.0,0,1,1,Executive,21310.0,Female,FU
204058,6.0,Deluxe,3.0,Married,2.0,0,1,0,Manager,23346.0,Male,MM
204059,4.0,Basic,5.0,Married,7.0,0,5,0,Executive,21882.0,Female,FM
204060,5.0,Basic,3.0,Unmarried,2.0,0,4,0,Executive,21398.0,Male,MU
204061,5.0,Super Deluxe,5.0,Married,3.0,0,1,1,AVP,35859.0,Male,MM
204062,4.0,Basic,5.0,Married,4.0,0,1,0,Executive,20916.0,Male,MM
204063,4.0,Basic,4.0,Single,3.0,0,3,1,Executive,20161.0,Female,FS
204064,4.0,Deluxe,4.0,Married,3.0,0,1,0,Manager,24283.0,Female,FM
204065,4.0,Standard,4.0,Married,3.0,0,4,0,Senior Manager,25973.0,Male,MM
204066,4.0,Deluxe,3.0,Married,4.0,1,5,0,Manager,20984.0,Male,MM
204067,4.0,Deluxe,4.0,Married,2.0,0,4,1,Manager,21026.0,Male,MM
204068,4.0,Standard,3.0,Unmarried,3.0,0,4,1,Senior Manager,27676.0,Female,FU
204069,4.0,Deluxe,3.0,Married,3.0,0,3,0,Manager,22997.0,Male,MM
204070,5.0,Deluxe,3.0,Married,4.0,0,3,1,Manager,24810.0,Male,MM
204071,5.0,Basic,4.0,Married,6.0,1,1,1,Executive,22024.0,Female,FM
204072,5.0,Standard,3.0,Married,2.0,0,1,1,Senior Manager,29533.0,Male,MM
204073,4.0,Basic,3.0,Married,8.0,0,5,0,Executive,20909.0,Female,FM
204074,4.0,Basic,3.0,Married,3.0,0,1,1,Executive,21001.0,Male,MM
204075,4.0,Basic,4.0,Married,8.0,0,3,1,Executive,20702.0,Male,MM
204076,4.0,Basic,3.0,Married,3.0,0,1,0,Executive,21391.0,Male,MM
204077,2.0,Standard,3.0,Married,5.0,1,4,1,Senior Manager,28117.0,Male,MM
204078,5.0,Basic,3.0,Married,3.0,1,1,0,Executive,21244.0,Male,MM
204079,4.0,King,3.0,Single,5.0,0,5,0,VP,38604.0,Female,FS
204080,4.0,Basic,3.0,Married,6.0,0,4,1,Executive,21129.0,Male,MM
204081,4.0,Standard,3.0,Married,4.0,0,4,1,Senior Manager,28097.0,Female,FM
204082,5.0,Deluxe,3.0,Unmarried,6.0,0,1,0,Manager,27364.0,Female,FU
204083,4.0,Basic,3.0,Unmarried,5.0,0,1,0,Executive,21716.0,Male,MU
204084,4.0,Basic,4.0,Married,2.0,1,4,0,Executive,21736.0,Male,MM
204085,6.0,Basic,5.0,Single,2.0,0,3,1,Executive,21003.0,Female,FS
204086,4.0,Basic,4.0,Single,6.0,0,4,1,Executive,20766.0,Male,MS
204087,4.0,Deluxe,5.0,Married,3.0,0,1,1,Manager,21750.0,Male,MM
204088,4.0,Deluxe,5.0,Married,6.0,1,4,0,Manager,23684.0,Female,FM
204089,4.0,Basic,5.0,Married,6.0,1,4,1,Executive,22935.0,Female,FM
204090,4.0,Basic,3.0,Single,2.0,0,3,1,Executive,21178.0,Male,MS
204091,5.0,Basic,3.0,Single,3.0,0,5,1,Executive,19780.0,Male,MS
204092,4.0,Standard,5.0,Married,3.0,0,1,1,Senior Manager,29131.0,Female,FM
204093,4.0,Basic,3.0,Single,3.0,0,1,1,Executive,20966.0,Female,FS
204094,4.0,Basic,3.0,Married,2.0,1,4,1,Executive,22607.0,Female,FM
204095,4.0,Basic,4.0,Single,4.0,0,3,0,Executive,20989.0,Female,FS
204096,4.0,Basic,4.0,Unmarried,3.0,1,4,0,Executive,21818.0,Female,FU
204097,5.0,Basic,3.0,Married,4.0,0,3,1,Executive,22368.0,Male,MM
204098,2.0,Deluxe,5.0,Married,3.0,0,1,1,Manager,23128.0,Female,FM
204099,4.0,Basic,4.0,Married,3.0,0,5,1,Executive,21434.0,Female,FM
204100,4.0,King,3.0,Married,3.0,0,5,1,VP,37711.0,Female,FM
204101,2.0,King,4.0,Single,3.0,0,1,1,VP,37400.0,Male,MS
204102,5.0,Deluxe,3.0,Married,3.0,0,4,0,Manager,28225.0,Male,MM
204103,4.0,Super Deluxe,4.0,Single,5.0,0,5,1,AVP,32412.0,Female,FS
204104,5.0,King,3.0,Married,2.0,0,1,1,VP,38677.0,Male,MM
204105,4.0,Basic,4.0,Single,3.0,0,3,0,Executive,20957.0,Female,FS
204106,5.0,Deluxe,3.0,Married,5.0,1,4,1,Manager,24594.0,Male,MM
204107,2.0,Basic,3.0,Married,6.0,0,4,1,Executive,20767.0,Male,MM
204108,5.0,Super Deluxe,3.0,Married,2.0,0,4,1,AVP,35470.0,Male,MM
204109,2.0,Basic,5.0,Married,3.0,1,3,1,Executive,22242.0,Male,MM
204110,4.0,Deluxe,4.0,Unmarried,7.0,0,1,0,Manager,23103.0,Female,FU
204111,4.0,Deluxe,3.0,Married,4.0,0,1,0,Manager,23943.0,Female,FM
204112,4.0,Deluxe,3.0,Married,2.0,0,1,1,Manager,25231.0,Male,MM
204113,4.0,Deluxe,3.0,Married,5.0,0,1,0,Manager,24939.0,Male,MM
204114,5.0,Deluxe,5.0,Married,7.0,0,3,1,Manager,22976.0,Male,MM
204115,4.0,Deluxe,3.0,Married,3.0,1,1,0,Manager,25482.0,Male,MM
204116,4.0,Basic,3.0,Married,3.0,1,3,1,Executive,22493.0,Male,MM
204117,4.0,Deluxe,3.0,Married,2.0,1,1,1,Manager,21419.0,Male,MM
204118,4.0,Deluxe,5.0,Married,2.0,1,3,1,Manager,25351.0,Male,MM
204119,4.0,Standard,3.0,Married,3.0,0,3,0,Senior Manager,26317.0,Female,FM
204120,2.0,Basic,4.0,Married,3.0,1,4,1,Executive,21006.0,Male,MM
204121,4.0,Basic,3.0,Single,3.0,0,3,0,Executive,20831.0,Female,FS
204122,5.0,Deluxe,3.0,Married,2.0,0,5,0,Manager,23554.0,Male,MM
204123,4.0,Standard,5.0,Married,2.0,0,1,0,Senior Manager,28074.0,Male,MM
204124,6.0,Standard,3.0,Married,3.0,0,1,1,Senior Manager,29078.0,Male,MM
204125,5.0,Standard,3.0,Unmarried,3.0,0,5,1,Senior Manager,27152.0,Male,MU
204126,4.0,Deluxe,3.0,Single,3.0,0,1,1,Manager,28659.0,Female,FS
204127,5.0,Standard,4.0,Married,7.0,0,3,1,Senior Manager,31168.0,Male,MM
204128,4.0,Basic,5.0,Unmarried,7.0,1,4,0,Executive,21335.0,Female,FU
204129,4.0,Standard,3.0,Single,5.0,1,1,0,Senior Manager,32269.0,Female,FS
204130,5.0,Deluxe,5.0,Unmarried,7.0,0,1,1,Manager,25374.0,Female,FU
204131,4.0,Basic,3.0,Single,2.0,0,1,0,Executive,20736.0,Male,MS
204132,5.0,Standard,3.0,Unmarried,8.0,0,4,1,Senior Manager,27543.0,Female,FU
204133,4.0,Deluxe,5.0,Married,4.0,0,4,1,Manager,24618.0,Female,FM
204134,4.0,Deluxe,4.0,Unmarried,2.0,0,1,1,Manager,24592.0,Male,MU
204135,5.0,Basic,4.0,Married,8.0,0,4,0,Executive,21300.0,Female,FM
204136,4.0,Standard,3.0,Married,3.0,1,3,1,Senior Manager,30863.0,Male,MM
204137,4.0,Standard,3.0,Married,2.0,0,1,1,Senior Manager,29287.0,Male,MM
204138,6.0,Deluxe,3.0,Married,2.0,0,3,0,Manager,23023.0,Male,MM
204139,5.0,Basic,3.0,Married,5.0,0,3,0,Executive,20855.0,Male,MM
204140,4.0,Basic,3.0,Married,6.0,0,4,1,Executive,21471.0,Male,MM
204141,4.0,Standard,3.0,Married,3.0,0,3,1,Senior Manager,26596.0,Female,FM
