CustomerID,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
203923,4,Deluxe,3,Married,8,0,3,0,1,Manager,23915
203924,2,Basic,4,Married,2,0,4,1,2,Executive,21104
203925,5,Deluxe,3,Unmarried,2,1,1,1,2,Manager,22871
203926,4,Basic,3,Married,3,0,3,1,2,Executive,21589
203927,4,Basic,3,Married,2,0,3,0,1,Executive,21339
203928,5,Basic,3,Single,7,1,1,0,1,Executive,20706
203929,2,Standard,5,Married,3,0,5,1,2,Senior Manager,28658
203930,2,Basic,4,Married,2,1,1,1,3,Executive,21976
203931,2,Basic,3,Married,3,1,3,0,3,Executive,21613
203932,5,Super Deluxe,3,Married,4,0,3,0,1,AVP,34105
203933,4,Basic,3,Unmarried,7,1,1,0,1,Executive,22622
203934,2,Deluxe,3,Married,2,0,5,0,2,Manager,22689
203935,5,Basic,5,Unmarried,2,0,1,0,1,Executive,22085
203936,4,Standard,4,Single,2,0,5,0,1,Senior Manager,30672
203937,,Basic,3,Single,3,0,5,1,2,Executive,19910
203938,4,Basic,5,Unmarried,4,0,4,0,1,Executive,21638
203939,4,King,3,Married,,0,4,1,1,VP,37772
203940,6,Basic,5,Unmarried,3,1,4,0,1,Executive,22597
203941,4,Deluxe,4,Married,2,0,3,1,1,Manager,25503
203942,5,Standard,3,Married,5,0,4,0,1,Senior Manager,28926
203943,4,King,5,Single,,0,1,1,2,VP,37625
203944,4,Basic,3,Single,6,0,3,0,3,Executive,21174
203945,4,Deluxe,3,Married,4,1,3,0,2,Manager,25143
203946,5,Basic,3,Single,3,0,4,0,2,Executive,20884
203947,4,Deluxe,3,Married,5,0,1,0,1,Manager,20764
203948,4,Basic,3,Married,4,1,3,0,3,Executive,20971
203949,2,Basic,3,Married,3,0,1,1,3,Executive,21323
203950,5,Basic,3,Married,3,1,4,1,2,Executive,21361
203951,4,Basic,3,Married,3,0,1,1,3,Executive,20692
203952,5,Basic,5,Married,2,1,1,1,2,Executive,22097
203953,2,Deluxe,5,Married,4,0,3,0,2,Manager,24054
203954,4,Basic,3,Married,3,0,4,1,2,Executive,20629
203955,4,Basic,5,Married,3,0,3,1,2,Executive,21019
203956,6,Basic,3,Single,3,0,1,0,1,Executive,20971
203957,4,Standard,3,Unmarried,3,0,1,1,1,Senior Manager,27404
203958,4,Deluxe,3,Unmarried,3,0,3,1,1,Manager,22689
203959,4,King,3,Married,3,0,4,1,2,VP,38223
203960,4,Deluxe,3,Unmarried,2,0,5,0,2,Manager,23246
203961,4,Basic,4,Married,6,0,4,0,2,Executive,21700
203962,4,Deluxe,3,Unmarried,6,1,5,1,2,Manager,24450
203963,2,Basic,3,Married,3,0,5,1,2,Executive,20947
203964,5,Standard,3,Unmarried,2,1,5,0,1,Senior Manager,24059
203965,4,Basic,3,Unmarried,3,1,1,0,1,Executive,22119
203966,4,Deluxe,5,Married,7,1,1,1,2,Manager,24132
203967,5,Standard,5,Married,4,1,5,1,3,Senior Manager,28562
203968,5,Deluxe,3,Married,2,1,1,0,1,Manager,22835
203969,4,Standard,3,Single,3,1,1,1,1,Senior Manager,32136
203970,4,Standard,5,Married,3,0,4,0,1,Senior Manager,27747
203971,4,Basic,5,Married,5,1,4,0,1,Executive,22692
203972,4,Deluxe,3,Married,5,0,3,0,2,Manager,24593
203973,5,Deluxe,3,Married,3,0,5,0,1,Manager,24671
203974,4,Deluxe,3,Married,3,1,4,1,2,Manager,24840
203975,4,Deluxe,3,Single,3,0,3,1,1,Manager,21084
203976,5,King,3,Married,,1,4,1,2,VP,37418
203977,4,Standard,5,Unmarried,2,0,3,1,2,Senior Manager,26315
203978,4,Standard,3,Married,3,0,4,1,1,Senior Manager,28774
203979,4,Super Deluxe,3,Married,4,1,3,1,2,AVP,33434
203980,5,Deluxe,4,Unmarried,3,0,4,1,2,Manager,25177
203981,4,Standard,5,Married,4,0,3,0,1,Senior Manager,28402
203982,4,Basic,5,Married,6,0,1,0,2,Executive,20872
203983,5,Basic,3,Married,2,1,1,1,3,Executive,22066
203984,5,Deluxe,3,Unmarried,2,0,5,1,1,Manager,24151
203985,4,Basic,4,Married,2,0,4,1,1,Executive,21381
203986,4,Basic,4,Single,3,0,3,1,1,Executive,21179
203987,4,Deluxe,4,Married,3,0,3,1,1,Manager,24898
203988,2,Basic,3,Married,5,0,1,0,1,Executive,21716
203989,4,Deluxe,3,Unmarried,3,0,5,1,3,Manager,23102
203990,5,Deluxe,5,Unmarried,2,0,1,1,2,Manager,22990
203991,4,Standard,5,Married,6,1,3,1,2,Senior Manager,31923
203992,4,Standard,3,Single,6,0,1,0,1,Senior Manager,32342
203993,4,Deluxe,4,Married,2,1,5,1,3,Manager,23699
203994,5,Deluxe,3,Married,3,1,1,1,2,Manager,23804
203995,5,Basic,3,Unmarried,3,0,4,1,1,Executive,21537
203996,4,Standard,3,Married,5,0,1,0,3,Senior Manager,28917
203997,6,Deluxe,3,Married,2,1,1,0,3,Manager,24007
203998,4,Deluxe,4,Married,3,0,5,1,3,Manager,23003
203999,6,Standard,3,Unmarried,6,0,1,0,1,Senior Manager,25938
204000,4,Basic,5,Married,5,0,3,1,3,Executive,21000
204001,4,Basic,3,Married,5,0,3,1,1,Executive,20753
204002,5,Deluxe,3,Married,3,0,4,1,2,Manager,22830
204003,5,Standard,3,Unmarried,3,0,5,1,3,Senior Manager,28297
204004,5,Super Deluxe,4,Married,3,0,1,1,2,AVP,32181
204005,4,Deluxe,3,Unmarried,2,1,5,0,3,Manager,24119
204006,5,Deluxe,4,Married,3,1,3,1,1,Manager,23887
204007,5,Standard,5,Married,4,1,1,1,2,Senior Manager,29351
204008,4,Deluxe,3,Unmarried,3,0,5,1,2,Manager,23688
204009,4,Standard,3,Married,2,0,4,0,1,Senior Manager,32227
204010,4,Deluxe,3,Married,2,0,4,0,1,Manager,23677
204011,4,Deluxe,3,Married,3,0,1,0,1,Manager,22899
204012,4,Super Deluxe,3,Single,2,0,3,0,2,AVP,32550
204013,4,Deluxe,4,Married,6,0,3,0,2,Manager,20720
204014,4,Basic,5,Married,6,1,1,0,3,Executive,20751
204015,4,Basic,5,Unmarried,3,0,1,0,2,Executive,21634
204016,5,Basic,3,Unmarried,3,1,1,0,1,Executive,21604
204017,4,Deluxe,3,Unmarried,3,0,3,0,1,Manager,23487
204018,5,Deluxe,3,Married,7,0,1,1,3,Manager,23841
204019,5,King,3,Married,,0,1,0,2,VP,37522
204020,4,King,4,Married,,1,1,0,3,VP,36850
204021,5,Deluxe,3,Unmarried,3,1,3,0,2,Manager,24422
204022,5,Basic,3,Married,3,0,1,0,3,Executive,21567
204023,4,Basic,3,Unmarried,3,0,1,1,2,Executive,21549
204024,5,Standard,5,Unmarried,5,0,1,1,1,Senior Manager,26162
204025,6,Deluxe,3,Unmarried,3,1,5,1,1,Manager,24752
204026,2,Super Deluxe,3,Single,,1,3,1,1,AVP,36006
204027,4,Basic,3,Married,2,0,4,0,1,Executive,21452
204028,5,Deluxe,4,Married,8,0,3,1,1,Manager,23183
204029,4,Standard,3,Unmarried,4,0,3,0,2,Senior Manager,26106
204030,5,Standard,5,Single,4,0,1,1,2,Senior Manager,30309
204031,4,Standard,3,Married,2,0,5,0,3,Senior Manager,28416
204032,4,Basic,3,Married,7,0,1,0,2,Executive,21513
204033,4,Super Deluxe,3,Married,,1,1,1,1,AVP,35637
204034,6,Basic,3,Married,3,0,3,0,1,Executive,21291
204035,4,Deluxe,4,Married,2,0,1,0,1,Manager,24824
204036,4,Basic,4,Married,2,1,5,1,1,Executive,23641
204037,4,King,3,Single,2,0,5,1,2,VP,38215
204038,6,Deluxe,3,Married,6,1,3,0,3,Manager,24850
204039,5,Basic,4,Married,3,0,3,1,2,Executive,21046
204040,4,Standard,3,Married,3,0,3,1,1,Senior Manager,28990
204041,4,Basic,3,Single,3,1,1,1,1,Executive,20353
204042,4,Basic,3,Married,2,0,5,1,1,Executive,21201
204043,4,Deluxe,5,Married,3,0,1,1,1,Manager,25245
204044,2,Basic,3,Unmarried,6,0,3,0,3,Executive,23417
204045,4,Standard,3,Unmarried,6,0,5,1,3,Senior Manager,27886
204046,6,Deluxe,3,Married,5,1,3,0,3,Manager,23237
204047,4,Standard,3,Married,5,1,1,0,2,Senior Manager,26867
204048,4,Basic,3,Married,3,0,4,1,2,Executive,21620
204049,4,Deluxe,4,Married,8,0,4,0,2,Manager,23619
204050,6,Standard,3,Single,4,0,1,1,1,Senior Manager,29328
204051,5,Deluxe,3,Married,6,0,5,1,2,Manager,24580
204052,5,Deluxe,3,Married,4,0,4,1,2,Manager,27317
204053,4,Deluxe,3,Married,2,1,3,1,2,Manager,25025
204054,4,Basic,5,Unmarried,2,0,4,1,1,Executive,22878
204055,4,Basic,3,Unmarried,7,0,1,1,1,Executive,22130
204056,4,Deluxe,3,Unmarried,5,1,5,1,1,Manager,22995
204057,4,Basic,3,Unmarried,3,0,1,1,3,Executive,21310
204058,6,Deluxe,3,Married,2,0,1,0,2,Manager,23346
204059,4,Basic,5,Married,7,0,5,0,2,Executive,21882
204060,5,Basic,3,Unmarried,2,0,4,0,1,Executive,21398
204061,5,Super Deluxe,5,Married,,0,1,1,1,AVP,35859
204062,4,Basic,5,Married,4,0,1,0,1,Executive,20916
204063,4,Basic,4,Single,3,0,3,1,1,Executive,20161
204064,4,Deluxe,4,Married,3,0,1,0,2,Manager,24283
204065,4,Standard,4,Married,3,0,4,0,1,Senior Manager,25973
204066,4,Deluxe,3,Married,4,1,5,0,2,Manager,20984
204067,4,Deluxe,4,Married,2,0,4,1,1,Manager,21026
204068,4,Standard,3,Unmarried,3,0,4,1,2,Senior Manager,27676
204069,4,Deluxe,3,Married,3,0,3,0,1,Manager,22997
204070,5,Deluxe,3,Married,4,0,3,1,2,Manager,24810
204071,5,Basic,4,Married,6,1,1,1,2,Executive,22024
204072,5,Standard,3,Married,2,0,1,1,2,Senior Manager,29533
204073,4,Basic,3,Married,8,0,5,0,1,Executive,20909
204074,4,Basic,3,Married,3,0,1,1,1,Executive,21001
204075,4,Basic,4,Married,8,0,3,1,2,Executive,20702
204076,4,Basic,3,Married,3,0,1,0,1,Executive,21391
204077,2,Standard,3,Married,5,1,4,1,1,Senior Manager,28117
204078,5,Basic,3,Married,3,1,1,0,3,Executive,21244
204079,4,King,,Single,5,0,5,0,2,VP,38604
204080,4,Basic,3,Married,6,0,4,1,2,Executive,21129
204081,4,Standard,3,Married,4,0,4,1,2,Senior Manager,28097
204082,5,Deluxe,3,Unmarried,6,0,1,0,2,Manager,27364
204083,4,Basic,3,Unmarried,5,0,1,0,2,Executive,21716
204084,4,Basic,4,Married,2,1,4,0,1,Executive,21736
204085,6,Basic,5,Single,2,0,3,1,1,Executive,21003
204086,4,Basic,4,Single,6,0,4,1,1,Executive,20766
204087,4,Deluxe,5,Married,3,0,1,1,2,Manager,21750
204088,4,Deluxe,5,Married,6,1,4,0,1,Manager,23684
204089,4,Basic,5,Married,6,1,4,1,2,Executive,22935
204090,4,Basic,3,Single,2,0,3,1,1,Executive,21178
204091,5,Basic,3,Single,3,0,5,1,1,Executive,19780
204092,4,Standard,5,Married,3,0,1,1,3,Senior Manager,29131
204093,4,Basic,3,Single,3,0,1,1,3,Executive,20966
204094,4,Basic,3,Married,2,1,4,1,2,Executive,22607
204095,4,Basic,4,Single,4,0,3,0,1,Executive,20989
204096,4,Basic,4,Unmarried,3,1,4,0,2,Executive,21818
204097,5,Basic,3,Married,4,0,3,1,1,Executive,22368
204098,2,Deluxe,5,Married,3,0,1,1,1,Manager,23128
204099,4,Basic,4,Married,3,0,5,1,2,Executive,21434
204100,4,King,3,Married,,0,5,1,2,VP,37711
204101,2,King,4,Single,,0,1,1,2,VP,37400
204102,5,Deluxe,3,Married,3,0,4,0,2,Manager,28225
204103,4,Super Deluxe,4,Single,5,0,5,1,2,AVP,32412
204104,5,King,,Married,2,0,1,1,3,VP,38677
204105,4,Basic,4,Single,3,0,3,0,2,Executive,20957
204106,5,Deluxe,3,Married,5,1,4,1,1,Manager,24594
204107,2,Basic,3,Married,6,0,4,1,1,Executive,20767
204108,5,Super Deluxe,3,Married,2,0,4,1,,AVP,35470
204109,2,Basic,5,Married,3,1,3,1,1,Executive,22242
204110,4,Deluxe,4,Unmarried,7,0,1,0,1,Manager,23103
204111,4,Deluxe,3,Married,4,0,1,0,1,Manager,23943
204112,4,Deluxe,3,Married,2,0,1,1,2,Manager,25231
204113,4,Deluxe,3,Married,5,0,1,0,1,Manager,24939
204114,5,Deluxe,5,Married,7,0,3,1,1,Manager,22976
204115,4,Deluxe,3,Married,3,1,1,0,1,Manager,25482
204116,4,Basic,3,Married,3,1,3,1,2,Executive,22493
204117,4,Deluxe,3,Married,2,1,1,1,1,Manager,21419
204118,4,Deluxe,5,Married,2,1,3,1,3,Manager,25351
204119,4,Standard,3,Married,3,0,3,0,1,Senior Manager,26317
204120,2,Basic,4,Married,3,1,4,1,1,Executive,21006
204121,4,Basic,3,Single,3,0,3,0,2,Executive,20831
204122,5,Deluxe,3,Married,2,0,5,0,2,Manager,23554
204123,4,Standard,5,Married,2,0,1,0,3,Senior Manager,28074
204124,6,Standard,3,Married,3,0,1,1,1,Senior Manager,29078
204125,5,Standard,3,Unmarried,3,0,5,1,2,Senior Manager,27152
204126,4,Deluxe,3,Single,3,0,1,1,2,Manager,28659
204127,5,Standard,4,Married,7,0,3,1,2,Senior Manager,31168
204128,4,Basic,5,Unmarried,7,1,4,0,1,Executive,21335
204129,4,Standard,3,Single,5,1,1,0,1,Senior Manager,32269
204130,5,Deluxe,5,Unmarried,7,0,1,1,2,Manager,25374
204131,4,Basic,3,Single,2,0,1,0,1,Executive,20736
204132,5,Standard,3,Unmarried,8,0,4,1,1,Senior Manager,27543
204133,4,Deluxe,5,Married,4,0,4,1,1,Manager,24618
204134,4,Deluxe,4,Unmarried,2,0,1,1,2,Manager,24592
204135,5,Basic,4,Married,8,0,4,0,2,Executive,21300
204136,4,Standard,3,Married,3,1,3,1,2,Senior Manager,30863
204137,4,Standard,3,Married,2,0,1,1,2,Senior Manager,29287
204138,6,Deluxe,3,Married,2,0,3,0,1,Manager,23023
204139,5,Basic,3,Married,5,0,3,0,1,Executive,20855
204140,4,Basic,3,Married,6,0,4,1,1,Executive,21471
204141,4,Standard,3,Married,3,0,3,1,2,Senior Manager,26596
204142,4,Standard,3,Unmarried,3,0,5,1,1,Senior Manager,27467
204143,5,Basic,3,Single,3,1,3,0,1,Executive,21067
204144,5,Basic,3,Unmarried,2,0,3,1,1,Executive,21890
204145,4,King,3,Married,,0,1,0,1,VP,37910
204146,4,Basic,3,Married,2,0,4,0,1,Executive,20945
204147,4,King,3,Married,,0,1,1,1,VP,38195
204148,4,Basic,3,Married,7,1,1,1,2,Executive,21114
204149,4,Super Deluxe,3,Married,7,1,3,0,,AVP,34742
204150,4,Basic,5,Married,2,0,3,1,2,Executive,21385
204151,5,King,3,Single,,1,1,1,1,VP,37746
204152,4,Basic,4,Married,4,0,3,1,2,Executive,22609
204153,5,Basic,3,Unmarried,2,1,5,0,3,Executive,22408
204154,4,Basic,3,Married,2,0,3,1,1,Executive,20910
204155,4,Deluxe,3,Married,2,0,4,1,2,Manager,23143
204156,4,Deluxe,5,Married,4,0,1,0,1,Manager,21750
204157,4,Deluxe,3,Married,3,0,3,1,2,Manager,21997
204158,2,King,3,Married,,0,4,1,2,VP,37880
204159,4,Standard,3,Married,2,0,4,1,1,Senior Manager,32353
204160,5,Basic,3,Married,3,0,1,0,1,Executive,21589
204161,5,Deluxe,5,Married,8,0,4,0,2,Manager,24635
204162,5,Basic,5,Married,4,0,4,0,2,Executive,22598
204163,2,Deluxe,3,Married,6,0,1,1,1,Manager,25112
204164,4,Standard,3,Married,8,0,3,0,3,Senior Manager,28726
204165,4,Standard,3,Single,2,0,1,1,3,Senior Manager,29616
204166,4,Basic,3,Single,3,0,3,1,2,Executive,21018
204167,2,Deluxe,5,Unmarried,5,1,1,1,2,Manager,25223
204168,4,Deluxe,3,Married,4,0,1,1,1,Manager,25609
204169,4,Deluxe,3,Married,2,0,3,1,2,Manager,23576
204170,5,Basic,5,Married,2,1,4,1,2,Executive,21271
204171,4,King,3,Married,,0,5,1,1,VP,38114
204172,4,Basic,3,Married,3,0,4,1,1,Executive,21401
204173,5,Basic,4,Unmarried,2,0,3,0,3,Executive,22157
204174,2,Basic,4,Married,3,0,1,0,2,Executive,21472
204175,5,Deluxe,3,Married,5,0,5,1,2,Manager,23927
204176,5,Deluxe,5,Single,6,0,4,0,2,Manager,20854
204177,6,Super Deluxe,4,Married,5,1,5,1,1,AVP,35550
204178,4,Basic,3,Unmarried,4,0,4,0,2,Executive,22163
204179,5,Deluxe,4,Married,4,0,4,1,1,Manager,25322
204180,5,Deluxe,3,Married,2,0,3,0,2,Manager,24260
204181,2,Deluxe,5,Married,3,0,5,1,2,Manager,22678
204182,4,Super Deluxe,3,Married,2,1,3,1,2,AVP,32174
204183,4,Basic,3,Married,2,0,5,1,2,Executive,21888
204184,4,King,5,Single,,1,1,1,2,VP,37723
204185,4,Standard,4,Married,3,1,3,1,1,Senior Manager,30527
204186,4,Basic,3,Married,3,0,1,1,1,Executive,20748
204187,4,Deluxe,3,Married,6,0,3,1,1,Manager,25180
204188,5,Basic,3,Unmarried,3,0,5,1,3,Executive,21908
204189,4,Standard,3,Married,4,1,3,0,1,Senior Manager,32281
204190,2,Standard,4,Married,2,0,5,1,3,Senior Manager,30674
204191,2,Deluxe,5,Married,3,1,3,1,2,Manager,24283
204192,4,Deluxe,4,Married,3,0,5,1,2,Manager,25075
204193,4,King,4,Married,,0,5,0,2,VP,37822
204194,4,Super Deluxe,3,Married,,1,5,1,1,AVP,36262
204195,4,Deluxe,3,Married,3,0,3,1,1,Manager,23585
204196,4,Deluxe,3,Unmarried,3,0,1,0,2,Manager,23232
204197,4,Deluxe,3,Married,5,1,1,0,1,Manager,24093
204198,4,Deluxe,5,Married,3,1,3,1,1,Manager,23419
204199,4,Basic,3,Single,3,0,1,1,1,Executive,20793
204200,4,Basic,3,Married,5,1,5,0,2,Executive,21839
204201,4,Deluxe,3,Married,2,0,3,0,2,Manager,24423
204202,4,Basic,4,Married,4,1,1,1,1,Executive,21051
204203,4,Basic,3,Unmarried,3,0,4,1,2,Executive,21988
204204,4,King,5,Single,,1,3,0,2,VP,37343
204205,4,Deluxe,4,Unmarried,6,0,1,1,1,Manager,23163
204206,4,Basic,4,Married,3,0,3,0,1,Executive,21467
204207,5,Deluxe,3,Unmarried,3,1,1,1,1,Manager,24506
204208,4,Basic,3,Married,3,1,1,0,2,Executive,21004
204209,4,Super Deluxe,4,Married,7,0,3,1,2,AVP,32203
204210,4,Basic,3,Single,3,0,4,1,1,Executive,20098
204211,4,Standard,4,Married,2,0,1,1,2,Senior Manager,26698
204212,2,Basic,3,Married,6,0,5,1,2,Executive,22366
204213,6,Deluxe,4,Married,7,0,1,0,2,Manager,24160
204214,4,Super Deluxe,4,Single,3,0,3,1,,AVP,34693
204215,5,Basic,3,Single,3,0,1,0,3,Executive,19878
204216,2,Deluxe,5,Unmarried,2,0,5,0,2,Manager,24339
204217,2,Deluxe,3,Married,6,0,1,1,2,Manager,25607
204218,2,Standard,3,Married,2,0,3,1,1,Senior Manager,28291
204219,4,Deluxe,4,Married,2,0,3,1,2,Manager,24352
204220,5,Deluxe,3,Married,3,0,3,1,1,Manager,24162
204221,5,Standard,4,Married,5,0,3,0,2,Senior Manager,30739
204222,6,Deluxe,3,Married,4,1,1,1,2,Manager,24338
204223,4,Basic,3,Married,2,1,4,1,1,Executive,23499
204224,5,Deluxe,5,Married,5,0,3,0,3,Manager,25088
204225,4,Standard,5,Married,3,0,1,1,1,Senior Manager,23888
204226,4,Basic,3,Married,2,1,4,1,2,Executive,21373
204227,4,Standard,4,Married,8,0,3,1,2,Senior Manager,30556
204228,4,Super Deluxe,5,Married,,1,3,1,3,AVP,35746
204229,4,Basic,3,Single,2,0,5,0,1,Executive,21133
204230,5,Super Deluxe,3,Single,2,1,3,0,1,AVP,32642
204231,5,Deluxe,4,Married,4,0,1,1,1,Manager,23619
204232,4,Basic,4,Single,3,1,3,0,2,Executive,21156
204233,5,Deluxe,4,Married,3,1,1,1,3,Manager,23906
204234,4,Deluxe,3,Unmarried,3,1,4,0,2,Manager,23156
204235,4,Deluxe,3,Married,6,0,1,0,1,Manager,26225
204236,2,Deluxe,3,Unmarried,2,0,3,0,1,Manager,23733
204237,6,Basic,3,Married,7,1,3,1,2,Executive,22142
204238,4,Deluxe,3,Married,3,0,3,1,3,Manager,24453
204239,5,Standard,3,Married,3,0,1,1,1,Senior Manager,27621
204240,5,King,3,Married,,0,5,1,1,VP,37950
204241,4,Deluxe,3,Married,6,1,4,1,2,Manager,23916
204242,5,Deluxe,3,Unmarried,5,0,3,1,1,Manager,23360
204243,4,King,3,Married,,0,1,1,1,VP,36978
204244,5,Deluxe,3,Married,3,0,3,1,1,Manager,23935
204245,4,Deluxe,4,Married,2,1,1,0,2,Manager,25027
204246,4,Deluxe,3,Unmarried,5,0,4,0,2,Manager,23547
204247,4,Standard,5,Married,2,0,5,1,1,Senior Manager,28663
204248,4,Deluxe,3,Married,2,0,3,1,1,Manager,22375
204249,6,Deluxe,3,Married,4,1,3,1,1,Manager,26135
204250,6,Basic,5,Married,3,1,3,0,2,Executive,20797
204251,5,Basic,3,Unmarried,2,0,1,1,1,Executive,22661
204252,5,Deluxe,3,Married,3,0,1,1,1,Manager,24796
204253,4,Deluxe,4,Married,3,0,1,0,2,Manager,24892
204254,4,Deluxe,3,Married,2,0,3,1,3,Manager,25025
204255,5,Standard,3,Married,2,1,5,1,3,Senior Manager,30188
204256,4,Standard,3,Unmarried,3,1,4,1,2,Senior Manager,25821
204257,5,Deluxe,4,Married,3,1,5,1,1,Manager,26946
204258,4,Standard,4,Unmarried,2,0,3,1,2,Senior Manager,26773
204259,4,Basic,3,Married,3,0,1,0,2,Executive,21582
204260,5,Deluxe,4,Unmarried,8,1,3,1,3,Manager,24710
204261,4,Deluxe,3,Unmarried,5,0,4,0,3,Manager,21654
204262,4,Super Deluxe,3,Single,4,0,3,0,,AVP,34670
204263,4,Deluxe,3,Married,3,0,1,1,2,Manager,23327
204264,4,Basic,3,Married,2,1,4,1,2,Executive,21374
204265,4,Basic,4,Married,3,0,4,0,2,Executive,21048
204266,4,Standard,3,Married,5,0,4,0,2,Senior Manager,31182
204267,2,Deluxe,5,Married,6,1,3,1,2,Manager,24652
204268,4,Deluxe,3,Married,2,1,3,1,2,Manager,23414
204269,4,Deluxe,3,Married,3,0,5,0,2,Manager,23974
204270,5,Deluxe,3,Unmarried,5,0,1,1,1,Manager,25459
204271,5,Basic,4,Single,3,1,5,1,3,Executive,20852
204272,4,Deluxe,3,Unmarried,6,0,1,1,2,Manager,25331
204273,5,Standard,3,Married,6,0,1,0,1,Senior Manager,28377
204274,4,Deluxe,3,Married,4,0,3,0,2,Manager,25433
204275,2,Basic,3,Married,5,1,3,0,2,Executive,20891
204276,4,Basic,3,Unmarried,3,0,4,1,1,Executive,21288
204277,4,Basic,3,Unmarried,3,1,1,0,2,Executive,21529
204278,4,Basic,5,Married,8,0,1,1,3,Executive,22130
204279,4,Deluxe,3,Married,4,0,5,1,1,Manager,23936
204280,4,Deluxe,4,Unmarried,3,0,3,1,1,Manager,28033
204281,5,Standard,3,Single,8,0,5,1,2,Senior Manager,29174
204282,5,Deluxe,3,Married,4,1,3,1,1,Manager,25058
204283,5,Basic,4,Unmarried,2,1,3,1,1,Executive,21335
204284,2,Basic,4,Unmarried,3,0,5,0,2,Executive,21394
204285,4,Basic,3,Single,2,0,3,0,1,Executive,20879
204286,5,Deluxe,4,Unmarried,2,0,1,0,2,Manager,25218
204287,4,Basic,4,Married,3,0,3,0,1,Executive,22494
204288,4,Deluxe,3,Unmarried,3,0,3,1,2,Manager,23931
204289,5,Standard,3,Single,2,0,1,1,1,Senior Manager,29643
204290,4,Deluxe,3,Married,6,0,3,1,1,Manager,23614
204291,4,Basic,3,Married,6,0,5,1,1,Executive,21221
204292,2,Deluxe,3,Unmarried,2,1,1,0,1,Manager,23982
204293,4,Super Deluxe,3,Single,4,1,5,0,,AVP,35337
204294,4,Deluxe,3,Married,3,1,1,0,1,Manager,22938
204295,4,Basic,4,Married,3,0,3,1,1,Executive,21154
204296,4,Basic,5,Unmarried,2,0,3,0,2,Executive,21780
204297,4,Basic,4,Married,3,0,1,1,2,Executive,20922
204298,5,Standard,3,Married,3,0,1,1,2,Senior Manager,26274
204299,4,Basic,3,Single,2,1,4,1,1,Executive,20963
204300,4,Basic,5,Married,3,0,4,1,2,Executive,21712
204301,4,Deluxe,4,Married,2,0,1,0,1,Manager,24393
204302,4,Basic,5,Married,5,0,3,0,3,Executive,21254
204303,4,Deluxe,4,Unmarried,4,1,5,0,2,Manager,22875
204304,5,Super Deluxe,4,Married,3,0,3,1,2,AVP,33014
204305,5,Deluxe,3,Married,8,0,5,1,2,Manager,22126
204306,4,King,5,Married,,0,4,1,1,VP,38084
204307,4,Deluxe,3,Married,2,0,1,0,1,Manager,25216
204308,4,Deluxe,5,Married,3,0,1,1,1,Manager,22984
204309,4,Basic,3,Married,2,0,4,1,3,Executive,20936
204310,4,Deluxe,3,Married,6,1,1,1,1,Manager,23200
204311,5,Deluxe,3,Unmarried,3,1,1,0,3,Manager,23165
204312,4,Deluxe,3,Married,5,1,3,1,3,Manager,23127
204313,5,Basic,5,Married,3,0,4,1,2,Executive,20896
204314,4,King,3,Married,,1,3,0,1,VP,37875
204315,2,Super Deluxe,5,Married,2,0,3,1,1,AVP,31890
204316,4,Deluxe,3,Unmarried,2,0,1,1,2,Manager,25255
204317,2,Standard,5,Married,3,0,3,1,2,Senior Manager,27070
204318,4,Deluxe,5,Married,3,0,1,0,2,Manager,23236
204319,4,Basic,5,Married,7,0,5,1,2,Executive,22709
204320,5,Standard,3,Married,4,1,1,1,1,Senior Manager,26647
204321,4,Basic,3,Married,5,0,5,0,3,Executive,21332
204322,4,Super Deluxe,3,Married,4,0,5,1,,AVP,35233
204323,4,Deluxe,3,Married,4,0,3,1,2,Manager,23234
204324,6,Deluxe,3,Unmarried,4,0,1,1,1,Manager,24769
204325,4,King,5,Married,7,0,5,1,1,VP,38244
204326,4,Deluxe,3,Married,4,0,5,1,2,Manager,23488
204327,5,Deluxe,3,Married,2,0,3,0,2,Manager,23201
204328,4,Basic,4,Unmarried,3,1,4,0,1,Executive,21880
204329,6,Basic,3,Married,2,0,4,0,2,Executive,21029
204330,4,Basic,3,Married,3,1,5,1,1,Executive,20380
204331,4,King,3,Married,,0,3,1,1,VP,36719
204332,4,Basic,3,Married,3,0,3,0,1,Executive,21564
204333,4,Basic,3,Married,6,0,3,1,1,Executive,20775
204334,5,Standard,3,Married,3,0,1,0,3,Senior Manager,30613
204335,5,Basic,4,Married,7,0,3,1,3,Executive,21224
204336,5,Basic,3,Single,3,0,3,0,1,Executive,21242
204337,4,Standard,5,Married,2,0,1,1,2,Senior Manager,27090
204338,5,Super Deluxe,3,Married,5,0,3,1,1,AVP,32796
204339,5,Super Deluxe,3,Married,,0,5,1,2,AVP,35724
204340,4,Basic,3,Single,2,0,4,1,1,Executive,21242
204341,5,Standard,5,Married,6,0,1,1,1,Senior Manager,28944
204342,4,Deluxe,3,Married,7,0,1,0,1,Manager,23748
204343,4,Super Deluxe,3,Married,,0,5,1,1,AVP,36539
204344,6,Basic,3,Unmarried,2,0,4,1,2,Executive,22908
204345,4,Deluxe,3,Unmarried,2,0,1,0,1,Manager,22458
204346,5,Basic,3,Married,5,0,5,1,3,Executive,21446
