CustomerID,DateOfBirth(age),ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Totalvisiting,DateofBirth,Date(birth),Month(birth),Year(birth),TypeofContact(Allias),NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,Designation,MonthlyIncome,Gender,MaritalStatus(Allias)
204017,1990-01,0,35.0,Self Enquiry,1,13.0,Salaried,4.0,2013-12-10,10,12,2013,SE,4.0,Deluxe,3.0,Unmarried,3.0,0,3,0,Manager,23487.0,Female,FU
204018,1987-01,0,38.0,Company Invited,1,9.0,Salaried,7.0,2012-06-30,30,6,2012,CI,5.0,Deluxe,3.0,Married,7.0,0,1,1,Manager,23841.0,Male,MM
204019,1965-01,0,60.0,Company Invited,2,9.0,Salaried,5.0,2014-08-28,28,8,2014,CI,5.0,King,3.0,Married,3.0,0,1,0,VP,37522.0,Female,FM
204020,1974-01,0,51.0,Company Invited,1,7.0,Salaried,7.0,2010-07-21,21,7,2010,CI,4.0,King,4.0,Married,3.0,1,1,0,VP,36850.0,Female,FM
204021,1999-01,1,26.0,Self Enquiry,3,12.0,Small Business,5.0,2012-08-11,11,8,2012,SE,5.0,Deluxe,3.0,Unmarried,3.0,1,3,0,Manager,24422.0,Male,MU
204022,1999-01,0,26.0,Self Enquiry,1,14.0,Small Business,7.0,2013-07-28,28,7,2013,SE,5.0,Basic,3.0,Married,3.0,0,1,0,Executive,21567.0,Male,MM
204023,2002-01,0,23.0,Self Enquiry,1,22.0,Small Business,5.0,2013-04-01,1,4,2013,SE,4.0,Basic,3.0,Unmarried,3.0,0,1,1,Executive,21549.0,Female,FU
204024,1973-01,0,52.0,Company Invited,1,7.0,Small Business,3.0,2010-12-06,6,12,2010,CI,5.0,Standard,5.0,Unmarried,5.0,0,1,1,Senior Manager,26162.0,Female,FU
204025,1990-01,1,35.0,Company Invited,1,14.0,Salaried,5.0,2014-12-06,6,12,2014,CI,6.0,Deluxe,3.0,Unmarried,3.0,1,5,1,Manager,24752.0,Male,MU
204026,1970-01,0,55.0,Company Invited,2,33.0,Salaried,3.0,2011-03-23,23,3,2011,CI,2.0,Super Deluxe,3.0,Single,3.0,1,3,1,AVP,36006.0,Female,FS
204027,2000-01,0,25.0,Self Enquiry,1,25.0,Salaried,4.0,2012-09-08,8,9,2012,SE,4.0,Basic,3.0,Married,2.0,0,4,0,Executive,21452.0,Male,MM
204028,1990-01,0,35.0,Self Enquiry,1,13.0,Salaried,4.0,2010-04-23,23,4,2010,SE,5.0,Deluxe,4.0,Married,8.0,0,3,1,Manager,23183.0,Female,FM
204029,1987-01,0,38.0,Self Enquiry,3,10.0,Salaried,5.0,2014-07-17,17,7,2014,SE,4.0,Standard,3.0,Unmarried,4.0,0,3,0,Senior Manager,26106.0,Male,MU
204030,1990-01,0,35.0,Self Enquiry,1,12.0,Small Business,5.0,2010-07-22,22,7,2010,SE,5.0,Standard,5.0,Single,4.0,0,1,1,Senior Manager,30309.0,Female,FS
204031,1988-01,0,37.0,Company Invited,3,18.0,Large Business,7.0,2012-03-25,25,3,2012,CI,4.0,Standard,3.0,Married,2.0,0,5,0,Senior Manager,28416.0,Female,FM
204032,1988-01,0,37.0,Self Enquiry,1,10.0,Salaried,5.0,2012-07-20,20,7,2012,SE,4.0,Basic,3.0,Married,7.0,0,1,0,Executive,21513.0,Female,FM
204033,1981-01,0,44.0,Company Invited,3,33.0,Salaried,5.0,2014-03-02,2,3,2014,CI,4.0,Super Deluxe,3.0,Married,3.0,1,1,1,AVP,35637.0,Male,MM
204034,1994-01,0,31.0,Company Invited,1,30.0,Salaried,5.0,2015-04-02,2,4,2015,CI,6.0,Basic,3.0,Married,3.0,0,3,0,Executive,21291.0,Male,MM
204035,1991-01,0,34.0,Company Invited,3,29.0,Small Business,5.0,2011-02-02,2,2,2011,CI,4.0,Deluxe,4.0,Married,2.0,0,1,0,Manager,24824.0,Male,MM
204036,1968-01,1,57.0,Self Enquiry,1,21.0,Salaried,5.0,2011-01-11,11,1,2011,SE,4.0,Basic,4.0,Married,2.0,1,5,1,Executive,23641.0,Female,FM
204037,1973-01,0,52.0,Self Enquiry,1,13.0,Salaried,5.0,2012-09-22,22,9,2012,SE,4.0,King,3.0,Single,2.0,0,5,1,VP,38215.0,Male,MS
204038,1993-01,1,32.0,Self Enquiry,3,13.0,Salaried,7.0,2014-01-13,13,1,2014,SE,6.0,Deluxe,3.0,Married,6.0,1,3,0,Manager,24850.0,Male,MM
204039,1998-01,0,27.0,Self Enquiry,1,13.0,Salaried,5.0,2010-04-04,4,4,2010,SE,5.0,Basic,4.0,Married,3.0,0,3,1,Executive,21046.0,Female,FM
204040,1966-01,1,59.0,Self Enquiry,1,30.0,Small Business,5.0,2010-10-04,4,10,2010,SE,4.0,Standard,3.0,Married,3.0,0,3,1,Senior Manager,28990.0,Female,FM
204041,2005-01,1,20.0,Self Enquiry,3,29.0,Small Business,4.0,2013-05-12,12,5,2013,SE,4.0,Basic,3.0,Single,3.0,1,1,1,Executive,20353.0,Male,MS
204042,2002-01,0,23.0,Self Enquiry,1,9.0,Large Business,5.0,2014-05-02,2,5,2014,SE,4.0,Basic,3.0,Married,2.0,0,5,1,Executive,21201.0,Male,MM
204043,1975-01,0,50.0,Self Enquiry,1,27.0,Small Business,5.0,2014-08-13,13,8,2014,SE,4.0,Deluxe,5.0,Married,3.0,0,1,1,Manager,25245.0,Female,FM
204044,1981-01,0,44.0,Company Invited,1,35.0,Small Business,7.0,2014-07-23,23,7,2014,CI,2.0,Basic,3.0,Unmarried,6.0,0,3,0,Executive,23417.0,Female,FU
204045,1974-01,0,51.0,Company Invited,3,19.0,Small Business,7.0,2013-11-25,25,11,2013,CI,4.0,Standard,3.0,Unmarried,6.0,0,5,1,Senior Manager,27886.0,Female,FU
204046,1993-01,1,32.0,Self Enquiry,3,27.0,Salaried,7.0,2012-12-02,2,12,2012,SE,6.0,Deluxe,3.0,Married,5.0,1,3,0,Manager,23237.0,Female,FM
204047,1983-01,0,42.0,Self Enquiry,3,16.0,Salaried,6.0,2014-06-21,21,6,2014,SE,4.0,Standard,3.0,Married,5.0,1,1,0,Senior Manager,26867.0,Male,MM
204048,1998-01,0,27.0,Self Enquiry,2,32.0,Salaried,6.0,2012-05-21,21,5,2012,SE,4.0,Basic,3.0,Married,3.0,0,4,1,Executive,21620.0,Female,FM
204049,1988-01,0,37.0,Self Enquiry,1,13.0,Small Business,5.0,2011-05-23,23,5,2011,SE,4.0,Deluxe,4.0,Married,8.0,0,4,0,Manager,23619.0,Male,MM
204050,1973-01,1,52.0,Company Invited,1,15.0,Salaried,4.0,2015-01-31,31,1,2015,CI,6.0,Standard,3.0,Single,4.0,0,1,1,Senior Manager,29328.0,Male,MS
204051,1985-01,0,40.0,Self Enquiry,3,11.0,Salaried,5.0,2014-08-06,6,8,2014,SE,5.0,Deluxe,3.0,Married,6.0,0,5,1,Manager,24580.0,Female,FM
204052,1999-01,0,26.0,Self Enquiry,3,35.0,Salaried,5.0,2014-08-25,25,8,2014,SE,5.0,Deluxe,3.0,Married,4.0,0,4,1,Manager,27317.0,Male,MM
204053,1994-01,0,31.0,Self Enquiry,2,16.0,Salaried,5.0,2015-08-12,12,8,2015,SE,4.0,Deluxe,3.0,Married,2.0,1,3,1,Manager,25025.0,Male,MM
204054,1992-01,1,33.0,Self Enquiry,1,16.0,Small Business,4.0,2010-05-23,23,5,2010,SE,4.0,Basic,5.0,Unmarried,2.0,0,4,1,Executive,22878.0,Female,FU
204055,1979-01,0,46.0,Self Enquiry,1,36.0,Small Business,4.0,2013-06-19,19,6,2013,SE,4.0,Basic,3.0,Unmarried,7.0,0,1,1,Executive,22130.0,Male,MU
204056,1986-01,0,39.0,Self Enquiry,1,10.0,Large Business,4.0,2015-11-01,1,11,2015,SE,4.0,Deluxe,3.0,Unmarried,5.0,1,5,1,Manager,22995.0,Female,FU
204057,1994-01,0,31.0,Self Enquiry,1,25.0,Salaried,7.0,2015-01-21,21,1,2015,SE,4.0,Basic,3.0,Unmarried,3.0,0,1,1,Executive,21310.0,Female,FU
204058,1992-01,0,33.0,Company Invited,3,16.0,Small Business,5.0,2012-06-05,5,6,2012,CI,6.0,Deluxe,3.0,Married,2.0,0,1,0,Manager,23346.0,Male,MM
204059,1994-01,0,31.0,Self Enquiry,1,12.0,Large Business,5.0,2013-07-17,17,7,2013,SE,4.0,Basic,5.0,Married,7.0,0,5,0,Executive,21882.0,Female,FM
204060,1994-01,0,31.0,Self Enquiry,1,9.0,Small Business,4.0,2013-11-05,5,11,2013,SE,5.0,Basic,3.0,Unmarried,2.0,0,4,0,Executive,21398.0,Male,MU
204061,1983-01,0,42.0,Company Invited,1,17.0,Salaried,5.0,2011-04-09,9,4,2011,CI,5.0,Super Deluxe,5.0,Married,3.0,0,1,1,AVP,35859.0,Male,MM
204062,1983-01,0,42.0,Self Enquiry,1,16.0,Salaried,5.0,2014-08-11,11,8,2014,SE,4.0,Basic,5.0,Married,4.0,0,1,0,Executive,20916.0,Male,MM
204063,2005-01,0,20.0,Self Enquiry,1,10.0,Small Business,5.0,2014-09-15,15,9,2014,SE,4.0,Basic,4.0,Single,3.0,0,3,1,Executive,20161.0,Female,FS
204064,1984-01,0,41.0,Company Invited,1,33.0,Small Business,5.0,2012-05-08,8,5,2012,CI,4.0,Deluxe,4.0,Married,3.0,0,1,0,Manager,24283.0,Female,FM
204065,1989-01,0,36.0,Self Enquiry,3,7.0,Small Business,5.0,2015-12-25,25,12,2015,SE,4.0,Standard,4.0,Married,3.0,0,4,0,Senior Manager,25973.0,Male,MM
204066,1971-01,0,54.0,Self Enquiry,3,13.0,Small Business,5.0,2014-07-29,29,7,2014,SE,4.0,Deluxe,3.0,Married,4.0,1,5,0,Manager,20984.0,Male,MM
204067,1979-01,0,46.0,Self Enquiry,1,16.0,Salaried,4.0,2011-01-20,20,1,2011,SE,4.0,Deluxe,4.0,Married,2.0,0,4,1,Manager,21026.0,Male,MM
204068,1992-01,0,33.0,Company Invited,3,15.0,Small Business,5.0,2012-07-30,30,7,2012,CI,4.0,Standard,3.0,Unmarried,3.0,0,4,1,Senior Manager,27676.0,Female,FU
204069,1995-01,0,30.0,Company Invited,1,7.0,Large Business,4.0,2015-09-11,11,9,2015,CI,4.0,Deluxe,3.0,Married,3.0,0,3,0,Manager,22997.0,Male,MM
204070,1973-01,0,52.0,Self Enquiry,1,14.0,Small Business,5.0,2015-01-25,25,1,2015,SE,5.0,Deluxe,3.0,Married,4.0,0,3,1,Manager,24810.0,Male,MM
204071,1966-01,0,59.0,Self Enquiry,1,16.0,Small Business,6.0,2011-06-05,5,6,2011,SE,5.0,Basic,4.0,Married,6.0,1,1,1,Executive,22024.0,Female,FM
204072,1984-01,0,41.0,Self Enquiry,3,11.0,Small Business,6.0,2011-12-27,27,12,2011,SE,5.0,Standard,3.0,Married,2.0,0,1,1,Senior Manager,29533.0,Male,MM
204073,1990-01,0,35.0,Company Invited,3,9.0,Small Business,5.0,2010-09-15,15,9,2010,CI,4.0,Basic,3.0,Married,8.0,0,5,0,Executive,20909.0,Female,FM
204074,2002-01,0,23.0,Self Enquiry,1,26.0,Small Business,5.0,2011-09-26,26,9,2011,SE,4.0,Basic,3.0,Married,3.0,0,1,1,Executive,21001.0,Male,MM
204075,1997-01,0,28.0,Company Invited,1,16.0,Small Business,5.0,2013-05-01,1,5,2013,CI,4.0,Basic,4.0,Married,8.0,0,3,1,Executive,20702.0,Male,MM
204076,1996-01,0,29.0,Self Enquiry,1,28.0,Small Business,4.0,2012-05-15,15,5,2012,SE,4.0,Basic,3.0,Married,3.0,0,1,0,Executive,21391.0,Male,MM
204077,1967-01,0,58.0,Self Enquiry,1,31.0,Salaried,4.0,2010-09-05,5,9,2010,SE,2.0,Standard,3.0,Married,5.0,1,4,1,Senior Manager,28117.0,Male,MM
204078,1997-01,0,28.0,Company Invited,1,10.0,Small Business,7.0,2010-10-11,11,10,2010,CI,5.0,Basic,3.0,Married,3.0,1,1,0,Executive,21244.0,Male,MM
204079,1974-01,0,51.0,Self Enquiry,1,18.0,Salaried,5.0,2011-12-07,7,12,2011,SE,4.0,King,3.0,Single,5.0,0,5,0,VP,38604.0,Female,FS
204080,1983-01,0,42.0,Self Enquiry,1,21.0,Salaried,5.0,2011-08-09,9,8,2011,SE,4.0,Basic,3.0,Married,6.0,0,4,1,Executive,21129.0,Male,MM
204081,1994-01,0,31.0,Self Enquiry,3,12.0,Salaried,5.0,2013-06-06,6,6,2013,SE,4.0,Standard,3.0,Married,4.0,0,4,1,Senior Manager,28097.0,Female,FM
204082,1986-01,0,39.0,Self Enquiry,3,7.0,Salaried,5.0,2011-12-03,3,12,2011,SE,5.0,Deluxe,3.0,Unmarried,6.0,0,1,0,Manager,27364.0,Female,FU
204083,1992-01,0,33.0,Self Enquiry,1,13.0,Salaried,5.0,2010-07-29,29,7,2010,SE,4.0,Basic,3.0,Unmarried,5.0,0,1,0,Executive,21716.0,Male,MU
204084,1997-01,0,28.0,Self Enquiry,1,24.0,Large Business,4.0,2011-06-08,8,6,2011,SE,4.0,Basic,4.0,Married,2.0,1,4,0,Executive,21736.0,Male,MM
204085,2005-01,1,20.0,Company Invited,3,7.0,Large Business,5.0,2013-12-18,18,12,2013,CI,6.0,Basic,5.0,Single,2.0,0,3,1,Executive,21003.0,Female,FS
204086,1988-01,0,37.0,Company Invited,1,10.0,Small Business,3.0,2010-10-19,19,10,2010,CI,4.0,Basic,4.0,Single,6.0,0,4,1,Executive,20766.0,Male,MS
204087,1994-01,0,31.0,Company Invited,1,16.0,Small Business,6.0,2015-05-29,29,5,2015,CI,4.0,Deluxe,5.0,Married,3.0,0,1,1,Manager,21750.0,Male,MM
204088,1979-01,0,46.0,Self Enquiry,3,11.0,Salaried,3.0,2013-10-22,22,10,2013,SE,4.0,Deluxe,5.0,Married,6.0,1,4,0,Manager,23684.0,Female,FM
204089,1968-01,0,57.0,Self Enquiry,1,15.0,Salaried,6.0,2015-06-08,8,6,2015,SE,4.0,Basic,5.0,Married,6.0,1,4,1,Executive,22935.0,Female,FM
204090,1991-01,0,34.0,Self Enquiry,1,9.0,Salaried,4.0,2012-05-03,3,5,2012,SE,4.0,Basic,3.0,Single,2.0,0,3,1,Executive,21178.0,Male,MS
204091,2005-01,1,20.0,Self Enquiry,1,13.0,Salaried,4.0,2014-06-19,19,6,2014,SE,5.0,Basic,3.0,Single,3.0,0,5,1,Executive,19780.0,Male,MS
204092,1978-01,0,47.0,Self Enquiry,3,7.0,Small Business,7.0,2011-02-05,5,2,2011,SE,4.0,Standard,5.0,Married,3.0,0,1,1,Senior Manager,29131.0,Female,FM
204093,1986-01,0,39.0,Self Enquiry,1,16.0,Salaried,7.0,2012-10-28,28,10,2012,SE,4.0,Basic,3.0,Single,3.0,0,1,1,Executive,20966.0,Female,FS
204094,1993-01,0,32.0,Self Enquiry,1,19.0,Small Business,6.0,2010-10-22,22,10,2010,SE,4.0,Basic,3.0,Married,2.0,1,4,1,Executive,22607.0,Female,FM
204095,1990-01,0,35.0,Self Enquiry,1,34.0,Small Business,5.0,2015-03-08,8,3,2015,SE,4.0,Basic,4.0,Single,4.0,0,3,0,Executive,20989.0,Female,FS
204096,1983-01,1,42.0,Self Enquiry,3,27.0,Small Business,6.0,2014-10-14,14,10,2014,SE,4.0,Basic,4.0,Unmarried,3.0,1,4,0,Executive,21818.0,Female,FU
204097,1974-01,0,51.0,Self Enquiry,1,7.0,Small Business,4.0,2015-06-12,12,6,2015,SE,5.0,Basic,3.0,Married,4.0,0,3,1,Executive,22368.0,Male,MM
204098,1971-01,0,54.0,Self Enquiry,1,20.0,Small Business,4.0,2013-09-19,19,9,2013,SE,2.0,Deluxe,5.0,Married,3.0,0,1,1,Manager,23128.0,Female,FM
204099,1991-01,0,34.0,Self Enquiry,1,21.0,Small Business,6.0,2011-11-23,23,11,2011,SE,4.0,Basic,4.0,Married,3.0,0,5,1,Executive,21434.0,Female,FM
204100,1984-01,0,41.0,Self Enquiry,1,11.0,Small Business,5.0,2012-03-28,28,3,2012,SE,4.0,King,3.0,Married,3.0,0,5,1,VP,37711.0,Female,FM
204101,1969-01,0,56.0,Self Enquiry,1,21.0,Small Business,6.0,2011-08-29,29,8,2011,SE,2.0,King,4.0,Single,3.0,0,1,1,VP,37400.0,Male,MS
204102,1990-01,0,35.0,Company Invited,1,9.0,Salaried,5.0,2013-10-07,7,10,2013,CI,5.0,Deluxe,3.0,Married,3.0,0,4,0,Manager,28225.0,Male,MM
204103,1973-01,0,52.0,Self Enquiry,1,10.0,Small Business,6.0,2011-12-16,16,12,2011,SE,4.0,Super Deluxe,4.0,Single,5.0,0,5,1,AVP,32412.0,Female,FS
204104,1972-01,0,53.0,Self Enquiry,1,7.0,Salaried,7.0,2015-01-16,16,1,2015,SE,5.0,King,3.0,Married,2.0,0,1,1,VP,38677.0,Male,MM
204105,1997-01,0,28.0,Self Enquiry,1,16.0,Small Business,7.0,2015-07-22,22,7,2015,SE,4.0,Basic,4.0,Single,3.0,0,3,0,Executive,20957.0,Female,FS
204106,1989-01,1,36.0,Self Enquiry,1,30.0,Salaried,4.0,2015-05-04,4,5,2015,SE,5.0,Deluxe,3.0,Married,5.0,1,4,1,Manager,24594.0,Male,MM
204107,1981-01,0,44.0,Company Invited,1,14.0,Small Business,4.0,2014-12-23,23,12,2014,CI,2.0,Basic,3.0,Married,6.0,0,4,1,Executive,20767.0,Male,MM
204108,1979-01,0,46.0,Company Invited,1,9.0,Small Business,5.0,2014-08-09,9,8,2014,CI,5.0,Super Deluxe,3.0,Married,2.0,0,4,1,AVP,35470.0,Male,MM
204109,1987-01,0,38.0,Self Enquiry,1,28.0,Salaried,5.0,2010-03-29,29,3,2010,SE,2.0,Basic,5.0,Married,3.0,1,3,1,Executive,22242.0,Male,MM
204110,1989-01,0,36.0,Company Invited,1,9.0,Small Business,4.0,2010-09-19,19,9,2010,CI,4.0,Deluxe,4.0,Unmarried,7.0,0,1,0,Manager,23103.0,Female,FU
204111,1982-01,0,43.0,Company Invited,1,28.0,Small Business,4.0,2015-06-08,8,6,2015,CI,4.0,Deluxe,3.0,Married,4.0,0,1,0,Manager,23943.0,Female,FM
204112,1986-01,0,39.0,Self Enquiry,1,9.0,Salaried,5.0,2010-08-25,25,8,2010,SE,4.0,Deluxe,3.0,Married,2.0,0,1,1,Manager,25231.0,Male,MM
204113,1986-01,0,39.0,Self Enquiry,1,36.0,Large Business,4.0,2015-04-03,3,4,2015,SE,4.0,Deluxe,3.0,Married,5.0,0,1,0,Manager,24939.0,Male,MM
204114,1997-01,0,28.0,Company Invited,1,7.0,Large Business,4.0,2010-06-28,28,6,2010,CI,5.0,Deluxe,5.0,Married,7.0,0,3,1,Manager,22976.0,Male,MM
204115,1975-01,0,50.0,Company Invited,1,25.0,Salaried,5.0,2010-05-27,27,5,2010,CI,4.0,Deluxe,3.0,Married,3.0,1,1,0,Manager,25482.0,Male,MM
204116,1990-01,0,35.0,Company Invited,1,17.0,Small Business,5.0,2012-12-14,14,12,2012,CI,4.0,Basic,3.0,Married,3.0,1,3,1,Executive,22493.0,Male,MM
204117,1984-01,0,41.0,Self Enquiry,1,26.0,Small Business,3.0,2013-05-12,12,5,2013,SE,4.0,Deluxe,3.0,Married,2.0,1,1,1,Manager,21419.0,Male,MM
204118,1986-01,1,39.0,Self Enquiry,1,36.0,Small Business,7.0,2010-01-10,10,1,2010,SE,4.0,Deluxe,5.0,Married,2.0,1,3,1,Manager,25351.0,Male,MM
204119,1995-01,1,30.0,Self Enquiry,3,34.0,Small Business,4.0,2012-05-19,19,5,2012,SE,4.0,Standard,3.0,Married,3.0,0,3,0,Senior Manager,26317.0,Female,FM
204120,2002-01,0,23.0,Self Enquiry,1,12.0,Salaried,4.0,2012-07-08,8,7,2012,SE,2.0,Basic,4.0,Married,3.0,1,4,1,Executive,21006.0,Male,MM
204121,1988-01,0,37.0,Company Invited,1,25.0,Small Business,6.0,2013-05-31,31,5,2013,CI,4.0,Basic,3.0,Single,3.0,0,3,0,Executive,20831.0,Female,FS
204122,1984-01,0,41.0,Company Invited,1,16.0,Salaried,6.0,2012-07-09,9,7,2012,CI,5.0,Deluxe,3.0,Married,2.0,0,5,0,Manager,23554.0,Male,MM
204123,1978-01,0,47.0,Self Enquiry,1,7.0,Small Business,7.0,2013-02-06,6,2,2013,SE,4.0,Standard,5.0,Married,2.0,0,1,0,Senior Manager,28074.0,Male,MM
204124,1992-01,1,33.0,Self Enquiry,3,11.0,Small Business,4.0,2013-10-10,10,10,2013,SE,6.0,Standard,3.0,Married,3.0,0,1,1,Senior Manager,29078.0,Male,MM
204125,1994-01,0,31.0,Company Invited,1,7.0,Salaried,5.0,2014-03-10,10,3,2014,CI,5.0,Standard,3.0,Unmarried,3.0,0,5,1,Senior Manager,27152.0,Male,MU
204126,1997-01,0,28.0,Company Invited,3,27.0,Salaried,5.0,2015-06-23,23,6,2015,CI,4.0,Deluxe,3.0,Single,3.0,0,1,1,Manager,28659.0,Female,FS
204127,1973-01,0,52.0,Self Enquiry,1,15.0,Salaried,5.0,2012-07-30,30,7,2012,SE,5.0,Standard,4.0,Married,7.0,0,3,1,Senior Manager,31168.0,Male,MM
204128,1994-01,1,31.0,Self Enquiry,1,10.0,Large Business,4.0,2012-06-13,13,6,2012,SE,4.0,Basic,5.0,Unmarried,7.0,1,4,0,Executive,21335.0,Female,FU
204129,1983-01,0,42.0,Self Enquiry,3,13.0,Salaried,5.0,2010-08-15,15,8,2010,SE,4.0,Standard,3.0,Single,5.0,1,1,0,Senior Manager,32269.0,Female,FS
204130,1994-01,1,31.0,Company Invited,3,33.0,Small Business,5.0,2014-07-06,6,7,2014,CI,5.0,Deluxe,5.0,Unmarried,7.0,0,1,1,Manager,25374.0,Female,FU
204131,1995-01,1,30.0,Self Enquiry,1,7.0,Large Business,4.0,2015-03-19,19,3,2015,SE,4.0,Basic,3.0,Single,2.0,0,1,0,Executive,20736.0,Male,MS
204132,1979-01,0,46.0,Company Invited,3,13.0,Small Business,4.0,2012-07-04,4,7,2012,CI,5.0,Standard,3.0,Unmarried,8.0,0,4,1,Senior Manager,27543.0,Female,FU
204133,1970-01,0,55.0,Self Enquiry,3,10.0,Small Business,4.0,2015-07-05,5,7,2015,SE,4.0,Deluxe,5.0,Married,4.0,0,4,1,Manager,24618.0,Female,FM
204134,1988-01,0,37.0,Self Enquiry,1,12.0,Salaried,6.0,2015-03-19,19,3,2015,SE,4.0,Deluxe,4.0,Unmarried,2.0,0,1,1,Manager,24592.0,Male,MU
204135,1991-01,0,34.0,Self Enquiry,1,11.0,Small Business,5.0,2015-02-02,2,2,2015,SE,5.0,Basic,4.0,Married,8.0,0,4,0,Executive,21300.0,Female,FM
204136,1987-01,0,38.0,Company Invited,1,18.0,Salaried,5.0,2013-12-17,17,12,2013,CI,4.0,Standard,3.0,Married,3.0,1,3,1,Senior Manager,30863.0,Male,MM
204137,1986-01,0,39.0,Self Enquiry,3,10.0,Salaried,6.0,2011-04-21,21,4,2011,SE,4.0,Standard,3.0,Married,2.0,0,1,1,Senior Manager,29287.0,Male,MM
204138,1993-01,0,32.0,Company Invited,1,7.0,Small Business,4.0,2010-09-26,26,9,2010,CI,6.0,Deluxe,3.0,Married,2.0,0,3,0,Manager,23023.0,Male,MM
204139,1965-01,0,60.0,Self Enquiry,1,10.0,Salaried,5.0,2012-10-22,22,10,2012,SE,5.0,Basic,3.0,Married,5.0,0,3,0,Executive,20855.0,Male,MM
204140,1987-01,0,38.0,Company Invited,3,11.0,Small Business,4.0,2015-06-02,2,6,2015,CI,4.0,Basic,3.0,Married,6.0,0,4,1,Executive,21471.0,Male,MM
204141,1995-01,0,30.0,Company Invited,3,7.0,Small Business,5.0,2010-05-15,15,5,2010,CI,4.0,Standard,3.0,Married,3.0,0,3,1,Senior Manager,26596.0,Female,FM
204142,1989-01,0,36.0,Company Invited,3,7.0,Small Business,5.0,2013-05-01,1,5,2013,CI,4.0,Standard,3.0,Unmarried,3.0,0,5,1,Senior Manager,27467.0,Female,FU
204143,1995-01,1,30.0,Self Enquiry,1,25.0,Small Business,4.0,2012-12-29,29,12,2012,SE,5.0,Basic,3.0,Single,3.0,1,3,0,Executive,21067.0,Male,MS
204144,1972-01,0,53.0,Self Enquiry,1,9.0,Salaried,4.0,2014-07-22,22,7,2014,SE,5.0,Basic,3.0,Unmarried,2.0,0,3,1,Executive,21890.0,Female,FU
204145,1982-01,0,43.0,Self Enquiry,1,11.0,Large Business,4.0,2012-08-05,5,8,2012,SE,4.0,King,3.0,Married,3.0,0,1,0,VP,37910.0,Male,MM
204146,1965-01,0,60.0,Self Enquiry,2,13.0,Small Business,4.0,2013-03-04,4,3,2013,SE,4.0,Basic,3.0,Married,2.0,0,4,0,Executive,20945.0,Male,MM
204147,1974-01,0,51.0,Self Enquiry,3,7.0,Small Business,5.0,2015-06-01,1,6,2015,SE,4.0,King,3.0,Married,3.0,0,1,1,VP,38195.0,Female,FM
204148,1991-01,1,34.0,Self Enquiry,1,21.0,Small Business,5.0,2013-01-30,30,1,2013,SE,4.0,Basic,3.0,Married,7.0,1,1,1,Executive,21114.0,Male,MM
204149,1981-01,0,44.0,Self Enquiry,3,23.0,Small Business,5.0,2015-03-21,21,3,2015,SE,4.0,Super Deluxe,3.0,Married,7.0,1,3,0,AVP,34742.0,Female,FM
204150,1991-01,1,34.0,Self Enquiry,1,9.0,Salaried,5.0,2011-09-29,29,9,2011,SE,4.0,Basic,5.0,Married,2.0,0,3,1,Executive,21385.0,Female,FM
204151,1972-01,0,53.0,Company Invited,3,9.0,Salaried,5.0,2014-10-17,17,10,2014,CI,5.0,King,3.0,Single,3.0,1,1,1,VP,37746.0,Male,MS
204152,1992-01,0,33.0,Self Enquiry,3,11.0,Salaried,5.0,2013-01-06,6,1,2013,SE,4.0,Basic,4.0,Married,4.0,0,3,1,Executive,22609.0,Female,FM
204153,1992-01,1,33.0,Self Enquiry,1,7.0,Salaried,7.0,2012-02-16,16,2,2012,SE,5.0,Basic,3.0,Unmarried,2.0,1,5,0,Executive,22408.0,Male,MU
204154,1985-01,0,40.0,Self Enquiry,1,7.0,Small Business,5.0,2015-10-18,18,10,2015,SE,4.0,Basic,3.0,Married,2.0,0,3,1,Executive,20910.0,Female,FM
204155,1992-01,0,33.0,Company Invited,3,33.0,Small Business,6.0,2015-06-27,27,6,2015,CI,4.0,Deluxe,3.0,Married,2.0,0,4,1,Manager,23143.0,Male,MM
204156,1983-01,0,42.0,Self Enquiry,1,26.0,Salaried,4.0,2010-06-20,20,6,2010,SE,4.0,Deluxe,5.0,Married,4.0,0,1,0,Manager,21750.0,Male,MM
204157,1984-01,0,41.0,Self Enquiry,1,31.0,Large Business,6.0,2012-11-28,28,11,2012,SE,4.0,Deluxe,3.0,Married,3.0,0,3,1,Manager,21997.0,Male,MM
204158,1979-01,0,46.0,Self Enquiry,1,7.0,Salaried,6.0,2014-10-18,18,10,2014,SE,2.0,King,3.0,Married,3.0,0,4,1,VP,37880.0,Male,MM
204159,1993-01,0,32.0,Company Invited,1,10.0,Small Business,5.0,2011-12-15,15,12,2011,CI,4.0,Standard,3.0,Married,2.0,0,4,1,Senior Manager,32353.0,Male,MM
204160,1991-01,0,34.0,Self Enquiry,1,12.0,Salaried,5.0,2011-03-07,7,3,2011,SE,5.0,Basic,3.0,Married,3.0,0,1,0,Executive,21589.0,Female,FM
204161,1990-01,0,35.0,Self Enquiry,1,9.0,Salaried,5.0,2012-09-26,26,9,2012,SE,5.0,Deluxe,5.0,Married,8.0,0,4,0,Manager,24635.0,Male,MM
